Table: Joule-Thomson coefficient [G]
Temperature {K} 	Pressure {kPa} 	Joule-Thomson coefficient {K/kPa} 	Uncertainty {K/kPa} 
339	8200	0.00759	0.00014
339	8400	0.00751	0.00014
339	8600	0.00741	0.00013
339	8800	0.00731	0.00012
339	9000	0.00719	0.00011
339	9200	0.00707	0.00010
339	9400	0.006925	9.8e-5
339	9600	0.006772	9.3e-5
339	9800	0.006605	9.2e-5
339	10000	0.006424	9.3e-5
340	200	0.00807	0.00029
340	400	0.00808	0.00028
340	600	0.00809	0.00026
340	800	0.00810	0.00025
340	1000	0.00811	0.00024
340	1200	0.00812	0.00024
340	1400	0.00812	0.00023
340	1600	0.00813	0.00022
340	1800	0.00814	0.00021
340	2000	0.00814	0.00020
340	2200	0.00815	0.00019
340	2400	0.00815	0.00018
340	2600	0.00816	0.00017
340	2800	0.00816	0.00017
340	3000	0.00816	0.00016
340	3200	0.00816	0.00015
340	3400	0.00816	0.00015
340	3600	0.00816	0.00014
340	3800	0.00816	0.00014
340	4000	0.00816	0.00014
340	4200	0.00816	0.00013
340	4400	0.00815	0.00013
340	4600	0.00815	0.00013
340	4800	0.00814	0.00013
340	5000	0.00813	0.00014
340	5200	0.00812	0.00014
340	5400	0.00810	0.00014
340	5600	0.00809	0.00014
340	5800	0.00807	0.00015
340	6000	0.00805	0.00015
340	6200	0.00802	0.00015
340	6400	0.00800	0.00015
340	6600	0.00797	0.00016
340	6800	0.00793	0.00016
340	7000	0.00789	0.00016
340	7200	0.00785	0.00016
340	7400	0.00780	0.00016
340	7600	0.00775	0.00016
340	7800	0.00769	0.00015
340	8000	0.00762	0.00015
340	8200	0.00755	0.00014
340	8400	0.00747	0.00014
340	8600	0.00738	0.00013
340	8800	0.00728	0.00012
340	9000	0.00717	0.00011
340	9200	0.00705	0.00011
340	9400	0.006915	9.9e-5
340	9600	0.006771	9.3e-5
340	9800	0.006615	9.0e-5
340	10000	0.006446	9.1e-5
341	200	0.00802	0.00028
341	400	0.00803	0.00027
341	600	0.00804	0.00026
341	800	0.00805	0.00025
341	1000	0.00805	0.00024
341	1200	0.00806	0.00023
341	1400	0.00807	0.00022
341	1600	0.00807	0.00022
341	1800	0.00808	0.00021
341	2000	0.00808	0.00020
341	2200	0.00809	0.00019
341	2400	0.00809	0.00018
341	2600	0.00810	0.00017
341	2800	0.00810	0.00017
341	3000	0.00810	0.00016
341	3200	0.00810	0.00015
341	3400	0.00810	0.00015
341	3600	0.00810	0.00014
341	3800	0.00810	0.00014
341	4000	0.00810	0.00014
341	4200	0.00810	0.00013
341	4400	0.00809	0.00013
341	4600	0.00808	0.00013
341	4800	0.00808	0.00013
341	5000	0.00807	0.00013
341	5200	0.00805	0.00014
341	5400	0.00804	0.00014
341	5600	0.00803	0.00014
341	5800	0.00801	0.00014
341	6000	0.00799	0.00015
341	6200	0.00796	0.00015
341	6400	0.00794	0.00015
341	6600	0.00791	0.00015
341	6800	0.00787	0.00015
341	7000	0.00784	0.00016
341	7200	0.00779	0.00016
341	7400	0.00775	0.00016
341	7600	0.00769	0.00015
341	7800	0.00764	0.00015
341	8000	0.00757	0.00015
341	8200	0.00750	0.00014
341	8400	0.00742	0.00014
341	8600	0.00734	0.00013
341	8800	0.00724	0.00012
341	9000	0.00714	0.00011
341	9200	0.00703	0.00011
341	9400	0.006901	9.9e-5
341	9600	0.006766	9.3e-5
341	9800	0.006619	8.9e-5
341	10000	0.006460	8.9e-5
342	200	0.00797	0.00028
342	400	0.00798	0.00027
342	600	0.00798	0.00026
342	800	0.00799	0.00025
342	1000	0.00800	0.00024
342	1200	0.00801	0.00023
342	1400	0.00801	0.00022
342	1600	0.00802	0.00021
342	1800	0.00802	0.00021
342	2000	0.00803	0.00020
342	2200	0.00803	0.00019
342	2400	0.00804	0.00018
342	2600	0.00804	0.00017
342	2800	0.00804	0.00016
342	3000	0.00804	0.00016
342	3200	0.00804	0.00015
342	3400	0.00804	0.00015
342	3600	0.00804	0.00014
342	3800	0.00804	0.00014
342	4000	0.00804	0.00013
342	4200	0.00804	0.00013
342	4400	0.00803	0.00013
342	4600	0.00802	0.00013
342	4800	0.00801	0.00013
342	5000	0.00800	0.00013
342	5200	0.00799	0.00013
342	5400	0.00798	0.00014
342	5600	0.00796	0.00014
342	5800	0.00795	0.00014
342	6000	0.00793	0.00014
342	6200	0.00790	0.00015
342	6400	0.00788	0.00015
342	6600	0.00785	0.00015
342	6800	0.00781	0.00015
342	7000	0.00778	0.00015
342	7200	0.00774	0.00015
342	7400	0.00769	0.00015
342	7600	0.00764	0.00015
342	7800	0.00759	0.00015
342	8000	0.00752	0.00015
342	8200	0.00746	0.00014
342	8400	0.00738	0.00014
342	8600	0.00730	0.00013
342	8800	0.00721	0.00012
342	9000	0.00711	0.00012
342	9200	0.00700	0.00011
342	9400	0.006884	0.000100
342	9600	0.006756	9.4e-5
342	9800	0.006618	8.9e-5
342	10000	0.006468	8.7e-5
343	200	0.00792	0.00028
343	400	0.00792	0.00027
343	600	0.00793	0.00026
343	800	0.00794	0.00025
343	1000	0.00794	0.00024
343	1200	0.00795	0.00023
343	1400	0.00796	0.00022
343	1600	0.00796	0.00021
343	1800	0.00797	0.00021
343	2000	0.00797	0.00020
343	2200	0.00798	0.00019
343	2400	0.00798	0.00018
343	2600	0.00798	0.00017
343	2800	0.00798	0.00016
343	3000	0.00799	0.00016
343	3200	0.00799	0.00015
343	3400	0.00799	0.00015
343	3600	0.00798	0.00014
343	3800	0.00798	0.00014
343	4000	0.00798	0.00013
343	4200	0.00798	0.00013
343	4400	0.00797	0.00013
343	4600	0.00796	0.00013
343	4800	0.00795	0.00013
343	5000	0.00794	0.00013
343	5200	0.00793	0.00013
343	5400	0.00792	0.00013
343	5600	0.00790	0.00014
343	5800	0.00789	0.00014
343	6000	0.00787	0.00014
343	6200	0.00784	0.00014
343	6400	0.00782	0.00015
343	6600	0.00779	0.00015
343	6800	0.00776	0.00015
343	7000	0.00772	0.00015
343	7200	0.00768	0.00015
343	7400	0.00764	0.00015
343	7600	0.00759	0.00015
343	7800	0.00753	0.00015
343	8000	0.00747	0.00015
343	8200	0.00741	0.00014
343	8400	0.00734	0.00014
343	8600	0.00726	0.00013
343	8800	0.00717	0.00012
343	9000	0.00708	0.00012
343	9200	0.00698	0.00011
343	9400	0.00686	0.00010
343	9600	0.006743	9.4e-5
343	9800	0.006612	8.9e-5
343	10000	0.006471	8.6e-5
344	200	0.00786	0.00028
344	400	0.00787	0.00027
344	600	0.00788	0.00026
344	800	0.00788	0.00025
344	1000	0.00789	0.00024
344	1200	0.00790	0.00023
344	1400	0.00790	0.00022
344	1600	0.00791	0.00021
344	1800	0.00791	0.00020
344	2000	0.00792	0.00020
344	2200	0.00792	0.00019
344	2400	0.00792	0.00018
344	2600	0.00793	0.00017
344	2800	0.00793	0.00016
344	3000	0.00793	0.00016
344	3200	0.00793	0.00015
344	3400	0.00793	0.00015
344	3600	0.00793	0.00014
344	3800	0.00792	0.00014
344	4000	0.00792	0.00013
344	4200	0.00792	0.00013
344	4400	0.00791	0.00013
344	4600	0.00790	0.00013
344	4800	0.00789	0.00013
344	5000	0.00788	0.00013
344	5200	0.00787	0.00013
344	5400	0.00786	0.00013
344	5600	0.00784	0.00013
344	5800	0.00783	0.00014
344	6000	0.00781	0.00014
344	6200	0.00778	0.00014
344	6400	0.00776	0.00014
344	6600	0.00773	0.00015
344	6800	0.00770	0.00015
344	7000	0.00766	0.00015
344	7200	0.00762	0.00015
344	7400	0.00758	0.00015
344	7600	0.00753	0.00015
344	7800	0.00748	0.00015
344	8000	0.00743	0.00014
344	8200	0.00736	0.00014
344	8400	0.00729	0.00014
344	8600	0.00722	0.00013
344	8800	0.00714	0.00012
344	9000	0.00705	0.00012
344	9200	0.00695	0.00011
344	9400	0.00684	0.00010
344	9600	0.006727	9.5e-5
344	9800	0.006603	8.9e-5
344	10000	0.006470	8.5e-5
345	200	0.00781	0.00028
345	400	0.00782	0.00027
345	600	0.00783	0.00026
345	800	0.00783	0.00025
345	1000	0.00784	0.00024
345	1200	0.00784	0.00023
345	1400	0.00785	0.00022
345	1600	0.00785	0.00021
345	1800	0.00786	0.00020
345	2000	0.00786	0.00020
345	2200	0.00786	0.00019
345	2400	0.00787	0.00018
345	2600	0.00787	0.00017
345	2800	0.00787	0.00016
345	3000	0.00787	0.00016
345	3200	0.00787	0.00015
345	3400	0.00787	0.00015
345	3600	0.00787	0.00014
345	3800	0.00787	0.00014
345	4000	0.00786	0.00013
345	4200	0.00786	0.00013
345	4400	0.00785	0.00013
345	4600	0.00784	0.00013
345	4800	0.00784	0.00013
345	5000	0.00783	0.00013
345	5200	0.00781	0.00013
345	5400	0.00780	0.00013
345	5600	0.00778	0.00013
345	5800	0.00777	0.00014
345	6000	0.00775	0.00014
345	6200	0.00772	0.00014
345	6400	0.00770	0.00014
345	6600	0.00767	0.00014
345	6800	0.00764	0.00015
345	7000	0.00761	0.00015
345	7200	0.00757	0.00015
345	7400	0.00753	0.00015
345	7600	0.00748	0.00015
345	7800	0.00743	0.00015
345	8000	0.00738	0.00014
345	8200	0.00732	0.00014
345	8400	0.00725	0.00014
345	8600	0.00718	0.00013
345	8800	0.00710	0.00012
345	9000	0.00701	0.00012
345	9200	0.00692	0.00011
345	9400	0.00682	0.00010
345	9600	0.006708	9.5e-5
345	9800	0.006591	8.9e-5
345	10000	0.006464	8.5e-5
346	200	0.00776	0.00028
346	400	0.00777	0.00027
346	600	0.00777	0.00026
346	800	0.00778	0.00025
346	1000	0.00779	0.00024
346	1200	0.00779	0.00023
346	1400	0.00780	0.00022
346	1600	0.00780	0.00021
346	1800	0.00780	0.00020
346	2000	0.00781	0.00020
346	2200	0.00781	0.00019
346	2400	0.00781	0.00018
346	2600	0.00781	0.00017
346	2800	0.00782	0.00016
346	3000	0.00782	0.00016
346	3200	0.00782	0.00015
346	3400	0.00781	0.00014
346	3600	0.00781	0.00014
346	3800	0.00781	0.00014
346	4000	0.00781	0.00013
346	4200	0.00780	0.00013
346	4400	0.00779	0.00013
346	4600	0.00779	0.00013
346	4800	0.00778	0.00013
346	5000	0.00777	0.00013
346	5200	0.00776	0.00013
346	5400	0.00774	0.00013
346	5600	0.00773	0.00013
346	5800	0.00771	0.00013
346	6000	0.00769	0.00014
346	6200	0.00767	0.00014
346	6400	0.00764	0.00014
346	6600	0.00762	0.00014
346	6800	0.00758	0.00014
346	7000	0.00755	0.00015
346	7200	0.00751	0.00015
346	7400	0.00747	0.00015
346	7600	0.00743	0.00015
346	7800	0.00738	0.00014
346	8000	0.00733	0.00014
346	8200	0.00727	0.00014
346	8400	0.00720	0.00013
346	8600	0.00713	0.00013
346	8800	0.00706	0.00012
346	9000	0.00698	0.00012
346	9200	0.00689	0.00011
346	9400	0.00679	0.00010
346	9600	0.006687	9.6e-5
346	9800	0.006575	9.0e-5
346	10000	0.006455	8.5e-5
347	200	0.00771	0.00028
347	400	0.00772	0.00027
347	600	0.00772	0.00026
347	800	0.00773	0.00025
347	1000	0.00773	0.00024
347	1200	0.00774	0.00023
347	1400	0.00774	0.00022
347	1600	0.00775	0.00021
347	1800	0.00775	0.00020
347	2000	0.00775	0.00019
347	2200	0.00776	0.00019
347	2400	0.00776	0.00018
347	2600	0.00776	0.00017
347	2800	0.00776	0.00016
347	3000	0.00776	0.00016
347	3200	0.00776	0.00015
347	3400	0.00776	0.00014
347	3600	0.00776	0.00014
347	3800	0.00775	0.00013
347	4000	0.00775	0.00013
347	4200	0.00774	0.00013
347	4400	0.00774	0.00013
347	4600	0.00773	0.00013
347	4800	0.00772	0.00013
347	5000	0.00771	0.00013
347	5200	0.00770	0.00013
347	5400	0.00768	0.00013
347	5600	0.00767	0.00013
347	5800	0.00765	0.00013
347	6000	0.00763	0.00013
347	6200	0.00761	0.00014
347	6400	0.00759	0.00014
347	6600	0.00756	0.00014
347	6800	0.00753	0.00014
347	7000	0.00750	0.00014
347	7200	0.00746	0.00014
347	7400	0.00742	0.00014
347	7600	0.00738	0.00014
347	7800	0.00733	0.00014
347	8000	0.00728	0.00014
347	8200	0.00722	0.00014
347	8400	0.00716	0.00013
347	8600	0.00709	0.00013
347	8800	0.00702	0.00012
347	9000	0.00694	0.00012
347	9200	0.00686	0.00011
347	9400	0.00676	0.00010
347	9600	0.006664	9.7e-5
347	9800	0.006558	9.0e-5
347	10000	0.006444	8.5e-5
348	200	0.00766	0.00028
348	400	0.00767	0.00027
348	600	0.00767	0.00026
348	800	0.00768	0.00025
348	1000	0.00768	0.00024
348	1200	0.00769	0.00023
348	1400	0.00769	0.00022
348	1600	0.00769	0.00021
348	1800	0.00770	0.00020
348	2000	0.00770	0.00019
348	2200	0.00770	0.00019
348	2400	0.00770	0.00018
348	2600	0.00771	0.00017
348	2800	0.00771	0.00016
348	3000	0.00771	0.00016
348	3200	0.00770	0.00015
348	3400	0.00770	0.00014
348	3600	0.00770	0.00014
348	3800	0.00770	0.00013
348	4000	0.00769	0.00013
348	4200	0.00769	0.00013
348	4400	0.00768	0.00013
348	4600	0.00767	0.00012
348	4800	0.00766	0.00012
348	5000	0.00765	0.00012
348	5200	0.00764	0.00013
348	5400	0.00763	0.00013
348	5600	0.00761	0.00013
348	5800	0.00759	0.00013
348	6000	0.00758	0.00013
348	6200	0.00755	0.00013
348	6400	0.00753	0.00014
348	6600	0.00750	0.00014
348	6800	0.00747	0.00014
348	7000	0.00744	0.00014
348	7200	0.00741	0.00014
348	7400	0.00737	0.00014
348	7600	0.00733	0.00014
348	7800	0.00728	0.00014
348	8000	0.00723	0.00014
348	8200	0.00717	0.00014
348	8400	0.00712	0.00013
348	8600	0.00705	0.00013
348	8800	0.00698	0.00012
348	9000	0.00690	0.00012
348	9200	0.00682	0.00011
348	9400	0.00673	0.00010
348	9600	0.006640	9.7e-5
348	9800	0.006538	9.1e-5
348	10000	0.006429	8.5e-5
349	200	0.00761	0.00028
349	400	0.00762	0.00027
349	600	0.00762	0.00026
349	800	0.00763	0.00025
349	1000	0.00763	0.00024
349	1200	0.00764	0.00023
349	1400	0.00764	0.00022
349	1600	0.00764	0.00021
349	1800	0.00765	0.00020
349	2000	0.00765	0.00019
349	2200	0.00765	0.00019
349	2400	0.00765	0.00018
349	2600	0.00765	0.00017
349	2800	0.00765	0.00016
349	3000	0.00765	0.00016
349	3200	0.00765	0.00015
349	3400	0.00765	0.00014
349	3600	0.00765	0.00014
349	3800	0.00764	0.00013
349	4000	0.00764	0.00013
349	4200	0.00763	0.00013
349	4400	0.00762	0.00013
349	4600	0.00762	0.00012
349	4800	0.00761	0.00012
349	5000	0.00760	0.00012
349	5200	0.00758	0.00012
349	5400	0.00757	0.00012
349	5600	0.00756	0.00013
349	5800	0.00754	0.00013
349	6000	0.00752	0.00013
349	6200	0.00750	0.00013
349	6400	0.00747	0.00013
349	6600	0.00745	0.00014
349	6800	0.00742	0.00014
349	7000	0.00739	0.00014
349	7200	0.00735	0.00014
349	7400	0.00732	0.00014
349	7600	0.00728	0.00014
349	7800	0.00723	0.00014
349	8000	0.00718	0.00014
349	8200	0.00713	0.00014
349	8400	0.00707	0.00013
349	8600	0.00701	0.00013
349	8800	0.00694	0.00012
349	9000	0.00687	0.00012
349	9200	0.00679	0.00011
349	9400	0.00670	0.00010
349	9600	0.006613	9.8e-5
349	9800	0.006516	9.2e-5
349	10000	0.006412	8.6e-5
350	200	0.00756	0.00028
350	400	0.00757	0.00027
350	600	0.00757	0.00026
350	800	0.00758	0.00025
350	1000	0.00758	0.00024
350	1200	0.00759	0.00023
350	1400	0.00759	0.00022
350	1600	0.00759	0.00021
350	1800	0.00759	0.00020
350	2000	0.00760	0.00019
350	2200	0.00760	0.00019
350	2400	0.00760	0.00018
350	2600	0.00760	0.00017
350	2800	0.00760	0.00016
350	3000	0.00760	0.00016
350	3200	0.00760	0.00015
350	3400	0.00759	0.00014
350	3600	0.00759	0.00014
350	3800	0.00759	0.00013
350	4000	0.00758	0.00013
350	4200	0.00758	0.00013
350	4400	0.00757	0.00012
350	4600	0.00756	0.00012
350	4800	0.00755	0.00012
350	5000	0.00754	0.00012
350	5200	0.00753	0.00012
350	5400	0.00752	0.00012
350	5600	0.00750	0.00012
350	5800	0.00748	0.00013
350	6000	0.00746	0.00013
350	6200	0.00744	0.00013
350	6400	0.00742	0.00013
350	6600	0.00739	0.00013
350	6800	0.00737	0.00014
350	7000	0.00733	0.00014
350	7200	0.00730	0.00014
350	7400	0.00726	0.00014
350	7600	0.00722	0.00014
350	7800	0.00718	0.00014
350	8000	0.00713	0.00014
350	8200	0.00708	0.00013
350	8400	0.00703	0.00013
350	8600	0.00697	0.00013
350	8800	0.00690	0.00012
350	9000	0.00683	0.00012
350	9200	0.00675	0.00011
350	9400	0.00667	0.00011
350	9600	0.006586	9.9e-5
350	9800	0.006493	9.2e-5
350	10000	0.006393	8.6e-5
351	200	0.00752	0.00028
351	400	0.00752	0.00027
351	600	0.00752	0.00026
351	800	0.00753	0.00025
351	1000	0.00753	0.00024
351	1200	0.00754	0.00023
351	1400	0.00754	0.00022
351	1600	0.00754	0.00021
351	1800	0.00754	0.00020
351	2000	0.00754	0.00019
351	2200	0.00755	0.00018
351	2400	0.00755	0.00018
351	2600	0.00755	0.00017
351	2800	0.00755	0.00016
351	3000	0.00755	0.00015
351	3200	0.00754	0.00015
351	3400	0.00754	0.00014
351	3600	0.00754	0.00014
351	3800	0.00753	0.00013
351	4000	0.00753	0.00013
351	4200	0.00752	0.00013
351	4400	0.00751	0.00012
351	4600	0.00751	0.00012
351	4800	0.00750	0.00012
351	5000	0.00749	0.00012
351	5200	0.00747	0.00012
351	5400	0.00746	0.00012
351	5600	0.00745	0.00012
351	5800	0.00743	0.00013
351	6000	0.00741	0.00013
351	6200	0.00739	0.00013
351	6400	0.00737	0.00013
351	6600	0.00734	0.00013
351	6800	0.00731	0.00013
351	7000	0.00728	0.00014
351	7200	0.00725	0.00014
351	7400	0.00721	0.00014
351	7600	0.00717	0.00014
351	7800	0.00713	0.00014
351	8000	0.00709	0.00013
351	8200	0.00704	0.00013
351	8400	0.00698	0.00013
351	8600	0.00692	0.00013
351	8800	0.00686	0.00012
351	9000	0.00679	0.00012
351	9200	0.00672	0.00011
351	9400	0.00664	0.00011
351	9600	0.006557	9.9e-5
351	9800	0.006468	9.3e-5
351	10000	0.006373	8.7e-5
352	200	0.00747	0.00028
352	400	0.00747	0.00027
352	600	0.00748	0.00026
352	800	0.00748	0.00025
352	1000	0.00748	0.00024
352	1200	0.00749	0.00023
352	1400	0.00749	0.00022
352	1600	0.00749	0.00021
352	1800	0.00749	0.00020
352	2000	0.00749	0.00019
352	2200	0.00749	0.00018
352	2400	0.00750	0.00018
352	2600	0.00750	0.00017
352	2800	0.00749	0.00016
352	3000	0.00749	0.00015
352	3200	0.00749	0.00015
352	3400	0.00749	0.00014
352	3600	0.00748	0.00014
352	3800	0.00748	0.00013
352	4000	0.00747	0.00013
352	4200	0.00747	0.00013
352	4400	0.00746	0.00012
352	4600	0.00745	0.00012
352	4800	0.00744	0.00012
352	5000	0.00743	0.00012
352	5200	0.00742	0.00012
352	5400	0.00741	0.00012
352	5600	0.00739	0.00012
352	5800	0.00737	0.00012
352	6000	0.00736	0.00013
352	6200	0.00733	0.00013
352	6400	0.00731	0.00013
352	6600	0.00729	0.00013
352	6800	0.00726	0.00013
352	7000	0.00723	0.00013
352	7200	0.00720	0.00013
352	7400	0.00716	0.00014
352	7600	0.00712	0.00014
352	7800	0.00708	0.00013
352	8000	0.00704	0.00013
352	8200	0.00699	0.00013
352	8400	0.00694	0.00013
352	8600	0.00688	0.00013
352	8800	0.00682	0.00012
352	9000	0.00675	0.00012
352	9200	0.00668	0.00011
352	9400	0.00661	0.00011
352	9600	0.006528	0.000100
352	9800	0.006442	9.4e-5
352	10000	0.006351	8.7e-5
353	200	0.00742	0.00028
353	400	0.00742	0.00027
353	600	0.00743	0.00026
353	800	0.00743	0.00025
353	1000	0.00743	0.00024
353	1200	0.00744	0.00023
353	1400	0.00744	0.00022
353	1600	0.00744	0.00021
353	1800	0.00744	0.00020
353	2000	0.00744	0.00019
353	2200	0.00744	0.00018
353	2400	0.00744	0.00018
353	2600	0.00744	0.00017
353	2800	0.00744	0.00016
353	3000	0.00744	0.00015
353	3200	0.00744	0.00015
353	3400	0.00744	0.00014
353	3600	0.00743	0.00014
353	3800	0.00743	0.00013
353	4000	0.00742	0.00013
353	4200	0.00742	0.00012
353	4400	0.00741	0.00012
353	4600	0.00740	0.00012
353	4800	0.00739	0.00012
353	5000	0.00738	0.00012
353	5200	0.00737	0.00012
353	5400	0.00735	0.00012
353	5600	0.00734	0.00012
353	5800	0.00732	0.00012
353	6000	0.00730	0.00012
353	6200	0.00728	0.00013
353	6400	0.00726	0.00013
353	6600	0.00723	0.00013
353	6800	0.00721	0.00013
353	7000	0.00718	0.00013
353	7200	0.00715	0.00013
353	7400	0.00711	0.00013
353	7600	0.00707	0.00013
353	7800	0.00703	0.00013
353	8000	0.00699	0.00013
353	8200	0.00694	0.00013
353	8400	0.00689	0.00013
353	8600	0.00684	0.00012
353	8800	0.00678	0.00012
353	9000	0.00672	0.00012
353	9200	0.00665	0.00011
353	9400	0.00657	0.00011
353	9600	0.00650	0.00010
353	9800	0.006415	9.4e-5
353	10000	0.006327	8.8e-5
354	200	0.00737	0.00027
354	400	0.00738	0.00026
354	600	0.00738	0.00026
354	800	0.00738	0.00025
354	1000	0.00739	0.00024
354	1200	0.00739	0.00023
354	1400	0.00739	0.00022
354	1600	0.00739	0.00021
354	1800	0.00739	0.00020
354	2000	0.00739	0.00019
354	2200	0.00739	0.00018
354	2400	0.00739	0.00018
354	2600	0.00739	0.00017
354	2800	0.00739	0.00016
354	3000	0.00739	0.00015
354	3200	0.00739	0.00015
354	3400	0.00738	0.00014
354	3600	0.00738	0.00014
354	3800	0.00738	0.00013
354	4000	0.00737	0.00013
354	4200	0.00736	0.00012
354	4400	0.00736	0.00012
354	4600	0.00735	0.00012
354	4800	0.00734	0.00012
354	5000	0.00733	0.00012
354	5200	0.00731	0.00012
354	5400	0.00730	0.00012
354	5600	0.00728	0.00012
354	5800	0.00727	0.00012
354	6000	0.00725	0.00012
354	6200	0.00723	0.00012
354	6400	0.00721	0.00013
354	6600	0.00718	0.00013
354	6800	0.00716	0.00013
354	7000	0.00713	0.00013
354	7200	0.00710	0.00013
354	7400	0.00706	0.00013
354	7600	0.00703	0.00013
354	7800	0.00699	0.00013
354	8000	0.00694	0.00013
354	8200	0.00690	0.00013
354	8400	0.00685	0.00013
354	8600	0.00679	0.00012
354	8800	0.00674	0.00012
354	9000	0.00668	0.00012
354	9200	0.00661	0.00011
354	9400	0.00654	0.00011
354	9600	0.00647	0.00010
354	9800	0.006387	9.5e-5
354	10000	0.006302	8.9e-5
355	200	0.00733	0.00027
355	400	0.00733	0.00026
355	600	0.00733	0.00025
355	800	0.00734	0.00025
355	1000	0.00734	0.00024
355	1200	0.00734	0.00023
355	1400	0.00734	0.00022
355	1600	0.00734	0.00021
355	1800	0.00734	0.00020
355	2000	0.00734	0.00019
355	2200	0.00734	0.00018
355	2400	0.00734	0.00018
355	2600	0.00734	0.00017
355	2800	0.00734	0.00016
355	3000	0.00734	0.00015
355	3200	0.00734	0.00015
355	3400	0.00733	0.00014
355	3600	0.00733	0.00014
355	3800	0.00732	0.00013
355	4000	0.00732	0.00013
355	4200	0.00731	0.00012
355	4400	0.00730	0.00012
355	4600	0.00729	0.00012
355	4800	0.00728	0.00012
355	5000	0.00727	0.00012
355	5200	0.00726	0.00012
355	5400	0.00725	0.00012
355	5600	0.00723	0.00012
355	5800	0.00722	0.00012
355	6000	0.00720	0.00012
355	6200	0.00718	0.00012
355	6400	0.00715	0.00012
355	6600	0.00713	0.00013
355	6800	0.00711	0.00013
355	7000	0.00708	0.00013
355	7200	0.00705	0.00013
355	7400	0.00701	0.00013
355	7600	0.00698	0.00013
355	7800	0.00694	0.00013
355	8000	0.00690	0.00013
355	8200	0.00685	0.00013
355	8400	0.00680	0.00013
355	8600	0.00675	0.00012
355	8800	0.00670	0.00012
355	9000	0.00664	0.00012
355	9200	0.00657	0.00011
355	9400	0.00651	0.00011
355	9600	0.00643	0.00010
355	9800	0.006358	9.5e-5
355	10000	0.006276	8.9e-5
356	200	0.00728	0.00027
356	400	0.00728	0.00026
356	600	0.00729	0.00025
356	800	0.00729	0.00024
356	1000	0.00729	0.00024
356	1200	0.00729	0.00023
356	1400	0.00729	0.00022
356	1600	0.00730	0.00021
356	1800	0.00730	0.00020
356	2000	0.00730	0.00019
356	2200	0.00730	0.00018
356	2400	0.00730	0.00018
356	2600	0.00729	0.00017
356	2800	0.00729	0.00016
356	3000	0.00729	0.00015
356	3200	0.00729	0.00015
356	3400	0.00728	0.00014
356	3600	0.00728	0.00014
356	3800	0.00727	0.00013
356	4000	0.00727	0.00013
356	4200	0.00726	0.00012
356	4400	0.00725	0.00012
356	4600	0.00724	0.00012
356	4800	0.00723	0.00012
356	5000	0.00722	0.00012
356	5200	0.00721	0.00012
356	5400	0.00720	0.00012
356	5600	0.00718	0.00012
356	5800	0.00716	0.00012
356	6000	0.00715	0.00012
356	6200	0.00713	0.00012
356	6400	0.00710	0.00012
356	6600	0.00708	0.00012
356	6800	0.00705	0.00013
356	7000	0.00703	0.00013
356	7200	0.00700	0.00013
356	7400	0.00696	0.00013
356	7600	0.00693	0.00013
356	7800	0.00689	0.00013
356	8000	0.00685	0.00013
356	8200	0.00681	0.00013
356	8400	0.00676	0.00012
356	8600	0.00671	0.00012
356	8800	0.00666	0.00012
356	9000	0.00660	0.00012
356	9200	0.00654	0.00011
356	9400	0.00647	0.00011
356	9600	0.00640	0.00010
356	9800	0.006328	9.6e-5
356	10000	0.006250	9.0e-5
357	200	0.00724	0.00027
357	400	0.00724	0.00026
357	600	0.00724	0.00025
357	800	0.00724	0.00024
357	1000	0.00724	0.00023
357	1200	0.00725	0.00023
357	1400	0.00725	0.00022
357	1600	0.00725	0.00021
357	1800	0.00725	0.00020
357	2000	0.00725	0.00019
357	2200	0.00725	0.00018
357	2400	0.00725	0.00017
357	2600	0.00724	0.00017
357	2800	0.00724	0.00016
357	3000	0.00724	0.00015
357	3200	0.00724	0.00015
357	3400	0.00723	0.00014
357	3600	0.00723	0.00014
357	3800	0.00722	0.00013
357	4000	0.00722	0.00013
357	4200	0.00721	0.00012
357	4400	0.00720	0.00012
357	4600	0.00719	0.00012
357	4800	0.00718	0.00012
357	5000	0.00717	0.00011
357	5200	0.00716	0.00011
357	5400	0.00714	0.00011
357	5600	0.00713	0.00012
357	5800	0.00711	0.00012
357	6000	0.00709	0.00012
357	6200	0.00707	0.00012
357	6400	0.00705	0.00012
357	6600	0.00703	0.00012
357	6800	0.00700	0.00012
357	7000	0.00698	0.00013
357	7200	0.00695	0.00013
357	7400	0.00692	0.00013
357	7600	0.00688	0.00013
357	7800	0.00684	0.00013
357	8000	0.00680	0.00013
357	8200	0.00676	0.00013
357	8400	0.00672	0.00012
357	8600	0.00667	0.00012
357	8800	0.00662	0.00012
357	9000	0.00656	0.00012
357	9200	0.00650	0.00011
357	9400	0.00644	0.00011
357	9600	0.00637	0.00010
357	9800	0.006298	9.6e-5
357	10000	0.006222	9.0e-5
358	200	0.00719	0.00027
358	400	0.00719	0.00026
358	600	0.00719	0.00025
358	800	0.00720	0.00024
358	1000	0.00720	0.00023
358	1200	0.00720	0.00023
358	1400	0.00720	0.00022
358	1600	0.00720	0.00021
358	1800	0.00720	0.00020
358	2000	0.00720	0.00019
358	2200	0.00720	0.00018
358	2400	0.00720	0.00017
358	2600	0.00720	0.00017
358	2800	0.00719	0.00016
358	3000	0.00719	0.00015
358	3200	0.00719	0.00015
